7081164,A3U3GSOJ18TI1H,B00BDS25VA,5,1393113600
3743798,A37S8TTAHS6QR5,B00409UOIA,5,1360022400
590282,A3G6W7VDW4PAPD,B0007KX4VA,4,1392508800
4834516,A30FSK1Z0R45V8,B005CTKYB4,5,1376870400
2517665,A288ITV47AMYST,B002BET3FG,1,1323561600
2674635,A2NJWIR26SZ27F,B002L5ZEBC,3,1264809600
6455213,A1T217865GOK4G,B0092POQVI,5,1367452800
2210747,A38CC0G4LEJZ2B,B001P7G0ZQ,4,1387670400
5805958,A2XBP4LNAUTH33,B007M50PTM,5,1370476800
6890551,A1TVI87T6HL4S7,B00AGABISW,5,1362873600
7599367,A25NJQRVWWYKCL,B00F3SOHNU,5,1405728000
1969593,A113Z8JM6HI4LD,B001ENOZY4,5,1395619200
1860589,A3R7ZGW6V2LECD,B001AVUJXG,2,1324425600
2392308,A6E50M2OAQY1Q,B001XHBNN2,5,1391731200
1581449,A10AVUCF28N8G2,B0011ULQNI,5,1238716800
6242961,A16ZZUPH1WY8YB,B008I0RC00,5,1356220800
5159085,AH2XL8NXB9ZC1,B005QT1Z3Q,5,1327104000
3381395,A1SVD0EU3U6N9Q,B003ICXEGY,5,1365897600
3639995,ALWI1PS6PH79G,B003WSQTWU,3,1314230400
2950109,A3H30W4OHRRP67,B002YLYIWO,5,1306540800
2910204,A38A0VLYE8V8NX,B002WC58GK,3,1279843200
4830119,AXXMJA2KXW9JZ,B005CRV8RA,5,1369008000
40212,A17GNIYAO6FQRP,B00004SB92,5,968803200
2548269,A1O9G4GSMPNG0,B002DGTGQ8,2,1267056000
1593710,A2SYH6OZGHD4OF,B00123XZO2,5,1248825600
1337582,A3DDDKJIGT7Q93,B000RT8CM2,5,1321660800
6000757,A1KMGH7T8WEZ4D,B0080F3B94,2,1362528000
5468316,A3P0YK3JTXYLVY,B006R9AI3W,5,1353888000
2665024,A1K8GEY4M3F4RK,B002KDQPU4,4,1368921600
1755539,A3H6VXXLI32W3N,B0016O3T7A,5,1277164800
6245453,A21YAPFNXKFIUC,B008I636D6,5,1378684800
6236480,ANSVSRYUZYPJ0,B008HK1YAA,5,1383955200
3062384,A26030RSC59OJ9,B0035CLBT4,1,1328054400
2021733,A94MDU9P0AABX,B001FWBUUG,5,1246752000
7448821,A36MU5X72BREP2,B00DR0RBV6,1,1354838400
3432904,A3HN5B5B21O4KZ,B003LR7ME6,5,1380672000
1781273,A3DGJMO6VPG6FJ,B0017U0WM8,5,1403136000
126775,A36REBJMTT7HDZ,B00005UK9P,5,1169164800
3481209,A2MLTN4ZERRB8Q,B003NSBF32,4,1357084800
3623635,AKUMA4Q8TRJ39,B003VX1HPU,5,1307836800
4792997,A13L2B94B6UV41,B005AWY7RU,5,1405123200
4747417,AD2GSSHXRIC8P,B0057I6ZVI,5,1360195200
1312227,AAH6EH3GNTZZS,B000QUP9ZK,5,1252886400
7267286,A1GCKY6FF6NJIY,B00CICNXGG,5,1402790400
1689741,A1GFH98ATO6D5I,B0014VY28A,5,1359504000
6141206,A36H2GD8DLKN1W,B008ALAHA4,5,1374105600
2412799,A2DCH81KMYFYRN,B00224ZDFY,5,1385251200
5143282,A5U4N6RVKZM9D,B005PXMKI2,5,1396828800
3793326,A2ZB6G7RW7NJEY,B0041RSPRS,3,1325462400
2849932,A161DV4G5TWBFC,B002TLT10S,5,1384732800
3607759,A3JVJ7M9BAPIGR,B003VGUGBS,5,1368576000
2395203,A3TB1OPLPWJ2FK,B001XURP7W,5,1396569600
2490628,ARR7GPIRXUQDQ,B0029631VI,2,1330128000
5438767,A267HG0JU6FHHY,B006NQ9SHQ,2,1360195200
5989651,A12PLLOHUDTMP2,B007ZKG77I,3,1366416000
7477356,AJG56UZLC6MKA,B00DZXLZDA,5,1391212800
6147758,A32TIKEOQV3IOD,B008AZSNW4,5,1377388800
3580910,A2WG7O8HFFB149,B003ULE6GU,4,1307059200
798770,A1H102RZC3HV0L,B000CDA802,5,1361404800
1697262,A3VOCKYMICPD69,B001581N70,5,1341532800
6818169,A3OZBRG81W8X5P,B00A3YDT5Q,5,1376092800
6699763,A29RVNNCU8SU6U,B009RRZ36I,5,1366243200
5961434,A64OONCBU5R93,B007X6FCWA,5,1391472000
62027,A1P1N30XMUE7C9,B00004Y2US,2,1259193600
1799212,A5XDN8QDAKAXX,B0018O9JIG,4,1252281600
4334817,AYP75U2TMBJI9,B004P7TI20,1,1356134400
7568286,AXPGSMT7IQKCO,B00EUWT9SS,4,1394928000
2220774,A39FGBBWZYWELZ,B001PKCK2A,3,1268006400
2152681,A29GQ42XFJQDI8,B001MTE32Y,2,1398124800
1147764,A1A9J0C7L5X1SM,B000M2GYF6,2,1215475200
7501686,A3NWGGU8WBSU02,B00E5HXJEI,1,1380844800
493236,A2YCNPF26X18Z6,B0002L5R78,4,1231718400
1734838,A2MIDL0SAN2AP,B0015VW3BM,5,1229644800
849439,A2E0EDVM6KD9FG,B000EFVALY,1,1401840000
6789477,A1IHXC9BG6S5AB,B009ZDEF5O,4,1380153600
3195760,ATNIPTZ88MQQN,B003B3P2CY,3,1281657600
7489724,A3580D0XJ08VJE,B00E3ALGVA,5,1396396800
6213208,A3M06EEJPNHGOL,B008FRHC88,4,1355529600
1730294,A13ENACBGNCXFP,B0015MHY6K,5,1367107200
60115,A2V6YU3ML6DHJK,B00004WLJ2,5,1394064000
2413943,A3FK0RJG1MM5CX,B0022TSC5C,1,1330473600
5226500,A2BCH3XUPIRYDT,B005X3MCR8,5,1376524800
3122340,A1H8K2ZO5DYN7O,B0037H8AB4,5,1381190400
261703,A3A4E8PLNZUS8A,B00008Y1BX,5,1382140800
5046603,ABSUEP07IVVCO,B005KG44V0,5,1344902400
7061236,A2JHAGFG0FBDX4,B00BAQKU0I,5,1379203200
7086024,A2W8DO60D66H0L,B00BEWHOQ6,5,1386288000
7561744,A1EI5274WS5J5B,B00ESJ0NVU,5,1390262400
6447445,A2P1HYIWRJSNAY,B0091UX3QI,4,1368144000
6020738,A28TKB67LN5SV6,B00825BZUY,4,1363132800
1603352,A1NR590GFV3ALW,B0012IJYZ6,5,1365552000
2521589,A2PUSR7ROG0Z6T,B002BH3I9U,4,1364601600
3998380,AVFSME8993TGO,B004B8UZUM,5,1291075200
5830462,AQJ6KALS8VHEP,B007P4VOWC,5,1335139200
6286880,A3UDBTBFMQ9AMU,B008M08SN6,4,1354579200
7565355,A24JZWLHZMW1OZ,B00ET9Z756,1,1403308800
3762690,A38ARQ5BPB2EL0,B00413XA3G,1,1352592000
3291535,ANOHUCNCUY0DE,B003EENZVK,4,1300924800
5521100,A1NEFKPD6Y6IUS,B006ZAR84A,2,1372464000
3738947,A2CWL2KZ273Y62,B004068AWU,5,1352678400
7551170,AWMXW76ZUORG4,B00ENY08VU,4,1395964800
4279430,A2GK5S3ZF9Y8YO,B004MSQZUU,3,1361750400
7043270,A2MXCXL8T31B2L,B00B7N9CWG,5,1377993600
7790874,AXKSUXDUDU99E,B00IIEC3O6,3,1404086400
358794,A2652LQ87B2FF5,B00011CNXU,4,1132617600
3515307,A14LMFKTAB8C3D,B003QHO17W,1,1313798400
1299331,A3MHRJQFX7GP97,B000Q6UZBM,5,1255651200
2305590,A1NODA8BL51D6T,B001TH7GSW,4,1396224000
7229075,A2BYYAC37POD57,B00C9W27RQ,4,1387065600
1068201,AUJKN4MJ95XFM,B000J1HPJY,2,1165622400
1863865,A3OUIR692I0XKO,B001AZP8EW,5,1358726400
4858017,A3H69PBXAL01P4,B005DKZTMG,5,1353974400
5181430,A7I66M5HNO3EY,B005TCJJ9M,3,1375315200
4716758,A25WJCAP606YMP,B0055Q2VNI,5,1323561600
6253694,A13COCX93EZR1E,B008ISKDL2,3,1402531200
4411759,A1FAHROLZH6ONA,B004S4R5CK,5,1402272000
4712086,A2EJYEUT48KHS1,B0055I2JWO,5,1404259200
3160824,AAV7IZOK9AJKO,B00393THEK,5,1403222400
6868747,A3236FKT39I5CK,B00ABZR0SY,5,1366588800
5810712,AM3HV0WQTJQZY,B007MHFMMU,1,1368230400
7757173,A9AMHWAR3MHLM,B00HMXIKCS,4,1405728000
52238,A3GZHI2Y4HNJMD,B00004TX71,5,1173052800
2478880,A37ZIN3LF34PGY,B0028ACYEK,5,1292198400
1807463,AR2G5J5KHFDMN,B00192GS04,5,1259625600
1663647,A1LJE8X10L3CTE,B001413EJ8,5,1230336000
1247904,ALCP72DSLH3ZR,B000OG4E1G,5,1388534400
6675804,A1QNRU7SXDF34M,B009OBCAW2,4,1388620800
7183393,A294P4CNVTYHPJ,B00BWF5U0M,5,1382745600
2514799,A1MHJZ9SHLL8NX,B002B78ZNO,1,1362528000
1970997,A2ZVF3C2DQGK58,B001EOE124,1,1276560000
5379366,A2D4H3AZN62F6K,B006GLEZ8U,4,1363737600
2353219,AANSHN6ZJSQKX,B001UHOR7O,2,1278201600
2192443,A19NCLETYECEZA,B001OBU4I2,5,1249603200
5599104,A3V8QEWN76Y81Q,B0074BW614,5,1352592000
3881482,A1HSJC7CGZ5PTF,B0045371FU,5,1337644800
1976733,A2A8NGM9IOUK4M,B001EUG3II,5,1333497600
3924112,A2AT8D86MWBFAN,B0047841FG,5,1323388800
1451741,A2KRX4427ZSPV9,B000VRJQOI,3,1279929600
4948798,A3OPI53S56MFAS,B005GVOOVE,5,1392076800
2916462,A3QSDIZ03UHB2E,B002WE6D44,5,1365379200
7391016,ALE43FUE452SW,B00DGM6BBG,5,1393286400
1293287,AF6FLQFSV0U1P,B000PQL7AQ,5,1286064000
6023251,A9PSKIVDZOQ9X,B00825BZUY,4,1390780800
4908904,AG2G5NPHWL1SC,B005FJZTN4,5,1380585600
6250259,A3F4OPEEB35PKM,B008IEGS2Y,4,1388620800
1906924,AZ165EH7500W4,B001CJOLBW,5,1376524800
1914955,A2DUZF5GLF9SOR,B001D08A0S,1,1381795200
1683849,A1VTJUD8J35HZY,B0014J1P64,5,1258848000
5078426,AWP7MUKS50P7E,B005LZR0DO,5,1398643200
5490246,A1CJ6O6G6BSKDX,B006UEZ8KC,2,1371254400
362894,AODREG4IN2TPG,B00012OJ22,5,1163030400
7203102,A30HBMNDEYK15F,B00C28L6EW,5,1385942400
28242,AEGYIU4XJTYFN,B00001WRSJ,4,1211846400
1049722,A3GE6P6NWBJCV8,B000IHBZHC,5,1212192000
7210623,AKLU1CMVFPT8N,B00C40YYIS,5,1403827200
6332983,ARD2SLF2BZ4KE,B008PEVH0K,4,1344384000
1613381,A2NBXI5W7M4BCC,B0012S4APK,5,1288656000
4314656,A3Q6Z9TSV37ZLQ,B004OA7THE,5,1376956800
1603756,A2EFQYJEKL8FVN,B0012IYLMM,1,1328313600
7422839,A2FC0PO39Q6R1U,B00DQZNPAS,3,1391472000
7066924,A1WBVRC2JP304Q,B00BBGIR7K,1,1382572800
7626218,A30MIVKJBNG5F8,B00FE5VDSO,1,1393286400
7410588,AT2ZWBMVP2YE6,B00DMWV3EU,5,1389139200
4079101,A2QX9G920YGD3V,B004FN1AA2,5,1405209600
1543367,A3I66K6F85TW9M,B000ZGVVSY,5,1337644800
2950311,AFK1I9TXDC61A,B002YN8DO6,5,1266624000
33239,A1OZYQ4V83X8K4,B0000326O1,5,1054771200
4787862,A23V8ZGSX6W9RK,B005A96Y74,5,1320019200
2150147,A1CZ9FNEHAOIUT,B001MSU1FS,5,1365984000
5008578,A1CKIY067Y5IAL,B005INJ4ZG,5,1389052800
2290386,ACBCCBA34SMWB,B001SJVU6K,4,1365552000
1850174,AI5K0BSSLWD5C,B001AIQGUO,5,1391904000
4936942,A1A7A7WFHZVTIY,B005GI18EI,1,1347148800
58713,A2ZPEQEWJ29ROT,B00004WCIC,4,1229126400
962977,A1CB7HZC4I9PO7,B000G7WU9Q,4,1184112000
1650747,A2EZ80LJMEMJM9,B0013LRLUM,5,1264464000
5557134,A3URJ63QE5F9E4,B00723KZTY,3,1385424000
2350451,AB60MRU8TIJI3,B001UEKZ00,5,1375056000
7062867,A1WKDD08GIQVGP,B00BB0ZTJA,5,1403568000
5448093,A1TR1R2QKWRSRA,B006OOKT3Y,4,1337731200
417749,A1THKGEHU7K5JJ,B00020S7XK,5,1352592000
4577440,AESVYHGQ9ATNG,B004YIFKRM,5,1354492800
4248458,A7KYOIM6OYAS1,B004LWH0RO,3,1302566400
1670285,AGU9XAT0TUUK2,B00142JKRW,1,1254614400
244984,A1L7LZZ140VGH3,B00008BX3H,1,1140480000
4044502,A1NWHDUUV9V7VT,B004DP6EEY,5,1352505600
271597,A13Y2QCUBVB084,B000095SB4,1,1327190400
473673,A3V51O4EVD6AG3,B0002J1LES,4,1370822400
7489423,A3O7MSLB9FWK8I,B00E3AKF1C,4,1386892800
6089148,A2922A99J4ZBUB,B0086WSF4M,4,1365724800
4966213,A1KF4W3IBDDN0C,B005HMKKH4,4,1340236800
7607045,A30FVVP9MT83DI,B00F5NB7MW,5,1400803200
730408,A1ZW1YUAA9IEXL,B000AYKUTW,5,1200268800
5267993,A1WWPAQ1DD6BQC,B00622AG6S,5,1403654400
7440167,A3AF4BG8E0N2J2,B00DR0PDNE,5,1400371200
4468552,A7C9RZWTJR4T5,B004TM7X14,5,1387670400
6817532,A32LX4XJ2LU740,B00A3VFIM6,5,1401580800
1903834,A11GCSJ4OOHYTI,B001CHM3VO,5,1310688000
3858522,ASPC5C2DMGZVP,B004477D00,5,1329350400
7780828,A2PM8LHXF5HU44,B00I60Q0R8,4,1399161600
1175177,A3IFGG6WP3OUS4,B000MU4LX0,1,1206748800
3634015,A3U77C404WBGLR,B003WIESGY,5,1296000000
3306083,A2SNID1IYR1TBU,B003ELYQGG,3,1339545600
6744280,A5NLJTSWKXUIQ,B009VK26J8,3,1364083200
7229515,A1O6C05M3IHXGA,B00CA370DA,5,1395100800
5006992,A1KO7I2ACNRZWT,B005IMK36G,5,1336608000
844321,AWOV3IKO0YA3W,B000EBPJCO,5,1344643200
4560032,A1VWW826Z2TIHU,B004XXMUCQ,5,1377388800
5334409,ATULD7RDQ6QFJ,B0068RKK18,5,1347580800
1194043,A3TBFM5EMHZHUH,B000N53SRE,1,1196553600
2481851,A1ONUZBX0K0XA8,B0028MF260,4,1288656000
3120456,ATLGHFN3JRY3S,B0037D51FQ,4,1357516800
3570470,AF21OVI0ODH6W,B003U8HV4M,5,1387497600
3379904,A3AM40P7QRTXQL,B003IB51D4,3,1323043200
1808627,A2O22WRI6PLKZ6,B00193U3O0,3,1361577600
4746985,A1541N1DRBSNV5,B0057GU68I,5,1372291200
1513723,A2Y739CRM15WDL,B000XB4P8Y,4,1223078400
6008931,A2C1GO6AC6VOHO,B0081EAK34,5,1385596800
3217581,A2AMBTVF2GGE5F,B003C1AO2I,2,1344988800
4843206,ADU009N1C763N,B005DEHVC8,5,1354579200
7588914,A1MTGOULEO9F0I,B00F0ZP3Q6,4,1394841600
7518436,ABCIKIPM6VFH6,B00E9TNC9E,5,1400025600
1652516,A21MV0L3UBRSOA,B0013N89UG,4,1258329600
356206,A1ZZ8C1Y5P2WHC,B0000XMSKC,5,1369699200
5948804,A33I94Z5A904LH,B007WTAJTO,1,1383868800
518561,A14W9CZAOAZGHL,B0002Y5WZM,5,1346803200
3838173,A340T13T8OU48Q,B0043CXY8Q,5,1375920000
3116080,A3PB5BG8IVX0BV,B00372YKMM,4,1386460800
4958944,A28FBUB1QPZYKB,B005HFCRD6,3,1380844800
5465248,AFZ6A3AJLBN9B,B006QZ96XA,5,1360108800
6059372,A37UPO1QSN74SM,B00846V35I,4,1357776000
3946025,A25HRH09XOHU0Y,B00489SLEQ,5,1302048000
4187252,A2J540CKEC60TK,B004J1SMWE,1,1397001600
6528140,A3FGIPJ0Q2EHCT,B0098F5W0Q,5,1362614400
7773976,A234YLAS2MYYWA,B00HYPCP0M,5,1400889600
7673474,A2L0V78WNV99GT,B00G2J0XUA,1,1404172800
4281340,A1J5MW41XMG0P6,B004MWL6AA,2,1386115200
3318178,ADHAPKDSW69MS,B003ES5ZUU,5,1341446400
2265605,A1E1PKQTN4LLJQ,B001RMG62Q,5,1318809600
6076955,A3NNVV1LEQXB7P,B0085MN746,1,1394496000
6429822,A2TJTMSD6Q5WQ1,B0090B5A2S,5,1403740800
501420,A1K9NL9218IKMI,B0002QIBNK,5,1245196800
5697542,A115WPBJ1900UP,B007B5YJYK,3,1374451200
1481371,A3R607FW2R0PI6,B000WG6XW6,3,1199923200
4635082,A2HC7V3P9EWHC5,B0051MUAAW,4,1325030400
7156412,A17CAZ4JZVC2RX,B00BQH8UEY,5,1396828800
7128880,ASG6RRQSA7Y5N,B00BLGUKFC,5,1373846400
2322062,AQQF13FLSTQKM,B001TKTHFY,4,1291420800
1275982,AILWN0QU28S1Y,B000P6K450,5,1356912000
2003623,ADZKP93810RSP,B001FA1NG4,4,1232323200
14449,A1XOKNDK6BVAH2,B00000JCT7,1,1187568000
4036815,A6O92B3GBE6SL,B004D63A9U,5,1359504000
295,A12AU3CNAWYO5D,972683275,5,1356220800
6002657,A24MVP0VKG11GN,B0080JQY4E,5,1363651200
4958718,A1GKN7OPZVTN9X,B005HF2K0Q,1,1356998400
4678762,A2I26JXKQT039S,B0053XZAN6,5,1339891200
5285091,AYUXLBP7L99TN,B0062IPIPQ,4,1374796800
6154030,A2V3DDPKQZCYVS,B008BEGBV4,1,1360627200
940604,AW5FWTCVEGIOF,B000FL2EJE,1,1218844800
2095554,A302O5USXGAI0Z,B001JQMFTS,5,1352764800
1329615,A1BM5U7S52ROMY,B000RHZJN4,3,1324339200
6206739,A3K45P2GAWQFEY,B008F8HSB8,1,1385856000
2048507,A3GVZCALS12X38,B001GS8FZ2,4,1262390400
307015,A2CXZZEJ4QMGZC,B00009XVQW,5,1356652800
7431160,A336BX232STOFC,B00DR0BQ0I,5,1403308800
4393545,AUJ7NGOKP98UR,B004RDWVUS,5,1384732800
2962736,A1H8CREJS6ND7C,B002ZIMEMW,5,1367193600
2750743,A2AOUJ4UAU6ZNH,B002OL2M18,5,1269302400
7347157,A3IM098LKOE1LX,B00D39AUCI,5,1387497600
1611702,A3EP797V8LZTP9,B0012R9WHW,5,1206748800
339115,A2XTKFR6PS4U8F,B0000CE1UO,3,1174003200
6025971,APVVUTDAAEQAN,B008292ZWM,4,1348704000
6944794,A314VT70DXZW7C,B00ARAHA4C,3,1381622400
1269766,A2J8YUDTMHYHJ9,B000P0R6HA,5,1356220800
5407529,A32YLCNOK8USWV,B006JG2IPY,5,1403654400
7097383,A1819OOVFX7VD,B00BGA9WK2,5,1395187200
4002521,A3IT0D89UUN9L8,B004BHY3WE,1,1323734400
5026223,AYRTVD4B3F17V,B005JK5O3O,5,1349308800
4261514,A3I4KUUZSPHPEE,B004M8STL8,5,1394755200
5016940,A3DFD5KQOVKSAF,B005J42CZ8,1,1373673600
6690445,A32PFLPI4WAEJI,B009QBIZ60,5,1387843200
2893113,A3UZN9KSZ67YZ5,B002VGE22I,5,1359244800
4257098,A2BMAAI1FIW8J1,B004M8RYZ0,5,1316390400
482694,A1S3H0664C51CL,B0002KVQBA,5,1357171200
3749575,A2A22G2K9UD23,B0040IUI46,1,1402704000
2696403,A95CM6D202J89,B002M3SO0G,1,1399593600
367511,ACO4YTT52SMDJ,B000165F26,5,1208304000
3790337,A8WA66Q63YETP,B0041Q9PZ0,5,1299628800
6769039,A2XB7E87PS7A0C,B009X3V8EW,5,1364601600
5058392,AIKPVRHA6IL83,B005L38VPC,5,1405209600
6359324,A2X1YBPNB29I5U,B008RVPWMK,5,1354665600
1027817,A2927YVC29ZWUF,B000I4RMOU,1,1202342400
3907257,AQN2JGBULPDZD,B0046A8YF8,5,1393545600
238567,A3Q9Y3O1VO1G89,B000085BD7,5,1073520000
4030314,A1G0YNVN87W5BT,B004CSP7OA,1,1347062400
5106513,A1CFQ7EFR8N3R4,B005NJQJGC,1,1343779200
1734040,A2YU3BES0VCGKJ,B0015V1H28,5,1344816000
2735217,A38Y94B8J0MH44,B002NO7PWC,5,1346716800
1511447,A18FT3SEWOLAMX,B000X45G48,5,1363910400
218341,A1BGZZQILYHRPJ,B00007E7JU,4,1229385600
694498,A1OIQE5TIJY03X,B0009YJXMS,5,1360281600
1455674,AQCDQ5VC4EW6,B000VW2QRM,5,1273881600
5583041,A427M87FRM48B,B00744T768,5,1372723200
7377079,A2QUH5ZZTM4VLJ,B00DB3SH2G,5,1357344000
6414587,A1Q3F3L9MMB1VE,B008YRG5JQ,5,1385942400
1060154,A12K7D2SAQTBU5,B000IVDGJI,5,1361404800
2132085,AO2DWYWVGZJWA,B001M5BIX0,5,1369094400
7097877,A1GXWYKFH35S6Z,B00BGA9WK2,5,1392854400
4202761,A3FPLRSRUP6DIQ,B004JOQSEA,3,1355616000
4294121,A25S3UEUV5VLA8,B004NBZ8DQ,5,1372550400
6474327,A2PCF95ZZCH8UL,B0094AGRZY,3,1353888000
1712069,A30NDMP3Z86AJD,B0015BUJ0Y,3,1363478400
1424793,A1ENP9VVCS0ANA,B000V4OSMQ,5,1354147200
3013989,A2YJ1K8M0KPHMF,B00328HR76,4,1301529600
6407374,A3AANUGV2YN5Q1,B008Y2SPH6,5,1381363200
4378348,A1PJSQW1LRC697,B004QY76G2,4,1301788800
7262153,A1VJDNMA3PETCG,B00CHGNCZ0,2,1377734400
5687140,A1M71CWT4ORO5L,B007AKZLXO,5,1374537600
3426978,A2W5GWSF3JECZN,B003LR7ME6,4,1320364800
2085439,A2RWYW811VEL3S,B001IYS1QM,5,1240531200
924472,A3DXJU6HRC16NY,B000FD0NW2,5,1343260800
1439311,A3GFQKNIVQMIH2,B000VEH3C8,4,1210896000
5666035,A1ZY34T5MGRAFU,B0078GCLUG,5,1385683200
2642176,A1C96O4A9Y6DLW,B002J9G73E,1,1327104000
6620154,A1KFW4Q4FCB5JN,B009GYSJI6,1,1401408000
1437030,A22EN4920L3F1E,B000VDCTCI,5,1361750400
619359,A2RWLVFGTWL41S,B0007U00XU,5,1326844800
1208827,A3N39KE0PA1HKO,B000NK3H4S,5,1207353600
3767695,A2Y04B0N4ZFXPD,B0041D81WQ,3,1337731200
7485930,A2991SOAU2XU8D,B00E1TPTKW,5,1404432000
7778402,A2DE9LNPTL1RIX,B00I2ZBD1U,5,1405641600
2166797,A31Q9NUNKBJ15G,B001NEK2GE,1,1367798400
7357743,A2RZ2V1B68NYH3,B00D5R38HW,5,1384992000
990616,AP4IDCKI496ZZ,B000H93FX8,5,1358035200
3737167,A35DTIOR8VEYZO,B00400OT2G,3,1299024000
4608780,A16EI1FL7I516R,B00502ZG3O,5,1372377600
6985198,A2QG7VNHO8WL8L,B00AYGIHLE,2,1389916800
2669374,AL3AN5XU6FXAE,B002KKZFJO,4,1291593600
5611007,A1J9V7IV4N4CW1,B0074F5DKG,5,1371081600
4231989,A3CIOFZTOHZKVL,B004L9LT2E,1,1320796800
6998089,A10Z148RJ57JQR,B00B14E4V0,5,1374796800
3848166,A3QDNUK0LRL5TR,B0043T7FXE,5,1297296000
7081649,A1K88CNDY8YK1Q,B00BDS3N1G,5,1380585600
2959355,A1F7E6OCPODRQP,B002ZCXJZE,4,1290038400
770128,A375LN3J1IX2VI,B000BQ7GW8,5,1404950400
7370203,AN2J3OB9WNX4L,B00D856NOG,5,1390089600
4014366,AQ962SERL3Z82,B004C8I88W,5,1388707200
1496397,A2DPG3ZXCDHDHG,B000WPDKRI,5,1255824000
4239731,A38YKP1URC21W8,B004LP8G0G,2,1323043200
3785628,A2ZUAXDDN3TJT6,B0041Q38NU,5,1383004800
3994326,A27AMRHRB0H2YT,B004AX6Z3Y,5,1356048000
7017373,ALLPQ6SQJKE39,B00B46XUQU,4,1365120000
2549222,A3IJL9A50KVVZ1,B002DK9FAG,5,1303948800
1003734,A1S27P7KJO9I96,B000HI9O5W,4,1195171200
7755993,A3HPL80W44ZRVJ,B00HLFZQKG,4,1395619200
2124980,A1B73LMGTKNK78,B001LQXYKK,5,1368576000
3482464,A3UVUAZUX9SA8M,B003NSBLOK,5,1351036800
2896035,A2XJF9F42KW3KF,B002VKVZ1A,5,1375574400
6352727,A1ZNH1KMNJPCII,B008REYBZQ,5,1365292800
7690770,A3B2Z9R4BQP6J0,B00GD0HUTU,5,1388793600
6492606,ABLKRSVBM06F1,B0096HG6QU,1,1354147200
1749063,A24Z3T6FCMQ1DU,B0016BVKAQ,5,1228089600
4753998,A1IMH2QKELUA20,B0057ODG6Y,4,1379980800
833486,A15ZD2XI51X9ZU,B000E5CZ4U,4,1169942400
2078190,A38NDZI33KHXHR,B001ID829O,5,1318377600
1059888,A3AC79EE15FPVM,B000ITWSGW,4,1186099200
3470214,AS60S40DLAS2J,B003N7NPF4,4,1298678400
3691355,A2S2ZTWO8Y5XLP,B003YR50DI,1,1298419200
230847,A3DRBFQQ0FV2TX,B00007KDVI,5,1168300800
6428437,A4C3LNR245KD8,B00908BMVE,4,1379894400
1066358,A2DDOV69QXYQ7,B000J0AON4,1,1343692800
4785277,A2FTI8UR84T68,B0059H616G,5,1361836800
5079800,A19G8IZ4QCWSZ5,B005M0ICG2,5,1384387200
1131466,A3BGZJHW4WGQGC,B000LP0R3E,3,1364256000
3441878,AHRKFECU3J3F4,B003LX8DYI,5,1355356800
7685638,A3AIPHL8GTS7TZ,B00G97AJMW,5,1403049600
3962396,A2MHCTXXA624GA,B0049N2PMA,5,1357257600
1286797,AW91COJZ11JC8,B000PFA6PE,4,1200700800
7091840,A1ONOT6E4P7LGF,B00BFTUODS,1,1393286400
6984485,A3SMD0GZXSL4QR,B00AYB3OMG,5,1376956800
713539,A18PE8KT64Y4UL,B000AD0AKW,4,1182988800
2831083,A63Q4CHJYU5NU,B002SN78ZC,5,1342483200
